AreaInPixels,PhysicalSize,Polygon
1454,1454,[109887.0:44007.0:109886.0:44008.0:109886.0:44009.0:109885.0:44010.0:109885.0:44013.0:109884.0:44014.0:109884.0:44015.0:109883.0:44016.0:109883.0:44017.0:109882.0:44018.0:109882.0:44019.0:109880.0:44021.0:109880.0:44022.0:109881.0:44023.0:109881.0:44026.0:109882.0:44027.0:109882.0:44034.0:109883.0:44035.0:109883.0:44040.0:109884.0:44041.0:109884.0:44042.0:109885.0:44043.0:109885.0:44044.0:109887.0:44046.0:109887.0:44047.0:109890.0:44050.0:109891.0:44050.0:109892.0:44051.0:109893.0:44051.0:109895.0:44053.0:109896.0:44053.0:109898.0:44055.0:109899.0:44055.0:109900.0:44056.0:109901.0:44056.0:109902.0:44057.0:109905.0:44057.0:109906.0:44058.0:109910.0:44058.0:109911.0:44057.0:109912.0:44057.0:109916.0:44053.0:109916.0:44040.0:109915.0:44039.0:109916.0:44038.0:109916.0:44027.0:109915.0:44026.0:109915.0:44023.0:109914.0:44022.0:109914.0:44021.0:109913.0:44020.0:109913.0:44019.0:109909.0:44015.0:109909.0:44014.0:109908.0:44013.0:109907.0:44013.0:109906.0:44012.0:109905.0:44012.0:109904.0:44011.0:109903.0:44011.0:109902.0:44010.0:109901.0:44010.0:109900.0:44009.0:109897.0:44009.0:109896.0:44008.0:109892.0:44008.0:109891.0:44007.0]
1412,1412,[111300.0:44004.0:111298.0:44006.0:111297.0:44006.0:111295.0:44008.0:111294.0:44008.0:111291.0:44011.0:111291.0:44012.0:111283.0:44020.0:111283.0:44021.0:111282.0:44022.0:111282.0:44026.0:111283.0:44027.0:111283.0:44028.0:111284.0:44029.0:111284.0:44030.0:111287.0:44033.0:111288.0:44033.0:111290.0:44035.0:111291.0:44035.0:111292.0:44036.0:111293.0:44036.0:111294.0:44037.0:111295.0:44037.0:111296.0:44038.0:111297.0:44038.0:111298.0:44039.0:111309.0:44039.0:111310.0:44038.0:111312.0:44038.0:111313.0:44037.0:111315.0:44037.0:111316.0:44036.0:111317.0:44036.0:111318.0:44035.0:111321.0:44035.0:111322.0:44034.0:111327.0:44034.0:111328.0:44033.0:111329.0:44033.0:111332.0:44030.0:111332.0:44029.0:111333.0:44028.0:111333.0:44019.0:111330.0:44016.0:111330.0:44015.0:111328.0:44013.0:111328.0:44012.0:111327.0:44011.0:111326.0:44011.0:111323.0:44008.0:111322.0:44008.0:111319.0:44005.0:111318.0:44005.0:111317.0:44004.0:111309.0:44004.0:111308.0:44005.0:111305.0:44005.0:111304.0:44004.0]
567,567,[111447.0:44010.0:111446.0:44011.0:111441.0:44011.0:111440.0:44012.0:111438.0:44012.0:111435.0:44015.0:111435.0:44023.0:111437.0:44025.0:111437.0:44026.0:111439.0:44028.0:111440.0:44028.0:111441.0:44029.0:111442.0:44029.0:111443.0:44030.0:111457.0:44030.0:111458.0:44029.0:111461.0:44029.0:111462.0:44028.0:111463.0:44028.0:111465.0:44026.0:111465.0:44025.0:111466.0:44024.0:111466.0:44017.0:111465.0:44016.0:111465.0:44015.0:111464.0:44014.0:111463.0:44014.0:111462.0:44013.0:111461.0:44013.0:111460.0:44012.0:111458.0:44012.0:111457.0:44011.0:111456.0:44011.0:111455.0:44010.0]
391,391,[109256.0:44015.0:109255.0:44016.0:109253.0:44016.0:109250.0:44019.0:109249.0:44019.0:109248.0:44020.0:109248.0:44021.0:109246.0:44023.0:109246.0:44026.0:109245.0:44027.0:109245.0:44034.0:109246.0:44035.0:109247.0:44035.0:109248.0:44036.0:109250.0:44036.0:109251.0:44037.0:109256.0:44037.0:109257.0:44036.0:109258.0:44036.0:109259.0:44035.0:109260.0:44035.0:109265.0:44030.0:109265.0:44029.0:109266.0:44028.0:109266.0:44021.0:109265.0:44020.0:109265.0:44019.0:109262.0:44016.0:109261.0:44016.0:109260.0:44015.0]
608,608,[110030.0:44007.0:110029.0:44008.0:110028.0:44008.0:110026.0:44010.0:110026.0:44011.0:110025.0:44012.0:110025.0:44024.0:110026.0:44025.0:110026.0:44028.0:110027.0:44029.0:110027.0:44030.0:110031.0:44034.0:110032.0:44034.0:110033.0:44035.0:110034.0:44035.0:110035.0:44036.0:110036.0:44036.0:110037.0:44037.0:110039.0:44037.0:110040.0:44038.0:110044.0:44038.0:110045.0:44037.0:110046.0:44037.0:110048.0:44035.0:110049.0:44035.0:110050.0:44034.0:110050.0:44033.0:110051.0:44032.0:110051.0:44025.0:110047.0:44021.0:110046.0:44021.0:110042.0:44017.0:110042.0:44016.0:110041.0:44015.0:110041.0:44011.0:110040.0:44010.0:110039.0:44010.0:110037.0:44008.0:110036.0:44008.0:110035.0:44007.0]
1390,1390,[108597.0:44002.0:108596.0:44003.0:108593.0:44003.0:108592.0:44004.0:108591.0:44004.0:108590.0:44005.0:108589.0:44005.0:108588.0:44006.0:108587.0:44006.0:108587.0:44009.0:108586.0:44010.0:108586.0:44014.0:108585.0:44015.0:108585.0:44016.0:108584.0:44017.0:108584.0:44018.0:108582.0:44020.0:108582.0:44021.0:108581.0:44022.0:108581.0:44024.0:108580.0:44025.0:108580.0:44028.0:108579.0:44029.0:108579.0:44035.0:108580.0:44036.0:108580.0:44037.0:108582.0:44039.0:108583.0:44039.0:108584.0:44040.0:108585.0:44040.0:108586.0:44041.0:108589.0:44041.0:108590.0:44042.0:108591.0:44042.0:108592.0:44043.0:108593.0:44043.0:108594.0:44044.0:108599.0:44044.0:108600.0:44043.0:108601.0:44043.0:108602.0:44042.0:108605.0:44042.0:108606.0:44041.0:108607.0:44041.0:108609.0:44039.0:108610.0:44039.0:108613.0:44036.0:108613.0:44035.0:108614.0:44034.0:108614.0:44033.0:108615.0:44032.0:108615.0:44031.0:108617.0:44029.0:108617.0:44028.0:108620.0:44025.0:108620.0:44023.0:108621.0:44022.0:108621.0:44018.0:108620.0:44017.0:108620.0:44014.0:108617.0:44011.0:108617.0:44010.0:108616.0:44009.0:108616.0:44007.0:108615.0:44006.0:108615.0:44004.0:108616.0:44003.0:108616.0:44002.0]
1505,1505,[109793.0:44002.0:109793.0:44003.0:109791.0:44005.0:109788.0:44005.0:109788.0:44007.0:109787.0:44008.0:109788.0:44009.0:109788.0:44018.0:109787.0:44019.0:109787.0:44024.0:109788.0:44025.0:109788.0:44028.0:109789.0:44029.0:109789.0:44030.0:109790.0:44031.0:109790.0:44032.0:109793.0:44035.0:109793.0:44036.0:109794.0:44037.0:109794.0:44038.0:109797.0:44041.0:109798.0:44041.0:109799.0:44042.0:109800.0:44042.0:109801.0:44043.0:109802.0:44043.0:109803.0:44044.0:109805.0:44044.0:109806.0:44045.0:109815.0:44045.0:109816.0:44044.0:109818.0:44044.0:109819.0:44043.0:109820.0:44043.0:109821.0:44042.0:109822.0:44042.0:109826.0:44038.0:109826.0:44037.0:109827.0:44036.0:109827.0:44035.0:109828.0:44034.0:109828.0:44033.0:109829.0:44032.0:109829.0:44031.0:109830.0:44030.0:109830.0:44026.0:109829.0:44025.0:109829.0:44023.0:109828.0:44022.0:109828.0:44021.0:109827.0:44020.0:109827.0:44019.0:109826.0:44018.0:109826.0:44017.0:109825.0:44016.0:109825.0:44015.0:109824.0:44014.0:109824.0:44013.0:109816.0:44005.0:109815.0:44005.0:109814.0:44004.0:109813.0:44004.0:109812.0:44003.0:109811.0:44003.0:109810.0:44002.0]
653,653,[111186.0:44008.0:111182.0:44012.0:111178.0:44012.0:111177.0:44013.0:111176.0:44013.0:111165.0:44024.0:111165.0:44030.0:111166.0:44031.0:111166.0:44032.0:111169.0:44035.0:111169.0:44036.0:111170.0:44037.0:111170.0:44038.0:111173.0:44041.0:111174.0:44041.0:111175.0:44042.0:111176.0:44042.0:111177.0:44043.0:111178.0:44042.0:111181.0:44042.0:111182.0:44041.0:111183.0:44041.0:111184.0:44040.0:111185.0:44040.0:111189.0:44036.0:111189.0:44033.0:111190.0:44032.0:111190.0:44028.0:111189.0:44027.0:111189.0:44022.0:111190.0:44021.0:111190.0:44011.0:111189.0:44010.0:111189.0:44009.0:111188.0:44009.0:111187.0:44008.0]
1647,1647,[111206.0:44002.0:111205.0:44003.0:111203.0:44003.0:111200.0:44006.0:111200.0:44012.0:111201.0:44013.0:111201.0:44017.0:111202.0:44018.0:111202.0:44022.0:111204.0:44024.0:111204.0:44026.0:111205.0:44027.0:111205.0:44029.0:111206.0:44030.0:111206.0:44032.0:111208.0:44034.0:111208.0:44035.0:111209.0:44036.0:111209.0:44037.0:111216.0:44044.0:111217.0:44044.0:111218.0:44045.0:111221.0:44045.0:111222.0:44046.0:111224.0:44046.0:111225.0:44045.0:111228.0:44045.0:111229.0:44044.0:111230.0:44044.0:111231.0:44043.0:111233.0:44043.0:111234.0:44042.0:111236.0:44042.0:111241.0:44037.0:111241.0:44036.0:111243.0:44034.0:111243.0:44033.0:111244.0:44032.0:111244.0:44029.0:111245.0:44028.0:111245.0:44020.0:111248.0:44017.0:111248.0:44015.0:111249.0:44014.0:111249.0:44011.0:111246.0:44008.0:111245.0:44008.0:111242.0:44005.0:111236.0:44005.0:111235.0:44006.0:111233.0:44006.0:111232.0:44007.0:111227.0:44007.0:111226.0:44006.0:111225.0:44006.0:111222.0:44003.0:111222.0:44002.0]
1228,1228,[110149.0:44010.0:110148.0:44011.0:110144.0:44011.0:110137.0:44018.0:110136.0:44018.0:110134.0:44020.0:110134.0:44021.0:110133.0:44022.0:110133.0:44027.0:110132.0:44028.0:110132.0:44031.0:110133.0:44032.0:110133.0:44036.0:110134.0:44037.0:110134.0:44039.0:110135.0:44040.0:110135.0:44041.0:110136.0:44042.0:110137.0:44042.0:110139.0:44044.0:110140.0:44044.0:110142.0:44046.0:110143.0:44046.0:110144.0:44047.0:110148.0:44047.0:110149.0:44048.0:110150.0:44047.0:110154.0:44047.0:110155.0:44046.0:110157.0:44046.0:110158.0:44045.0:110160.0:44045.0:110162.0:44043.0:110163.0:44043.0:110163.0:44042.0:110171.0:44034.0:110171.0:44033.0:110173.0:44031.0:110173.0:44029.0:110174.0:44028.0:110174.0:44024.0:110173.0:44023.0:110173.0:44022.0:110172.0:44021.0:110172.0:44020.0:110169.0:44017.0:110168.0:44017.0:110166.0:44015.0:110165.0:44015.0:110163.0:44013.0:110162.0:44013.0:110161.0:44012.0:110160.0:44012.0:110159.0:44011.0:110158.0:44011.0:110157.0:44010.0]
909,909,[110218.0:44014.0:110217.0:44015.0:110209.0:44015.0:110208.0:44016.0:110207.0:44016.0:110206.0:44017.0:110205.0:44017.0:110204.0:44018.0:110204.0:44019.0:110203.0:44020.0:110203.0:44022.0:110202.0:44023.0:110202.0:44030.0:110203.0:44031.0:110203.0:44033.0:110205.0:44035.0:110205.0:44036.0:110207.0:44038.0:110208.0:44038.0:110211.0:44041.0:110213.0:44041.0:110214.0:44042.0:110215.0:44042.0:110216.0:44043.0:110218.0:44043.0:110219.0:44042.0:110221.0:44042.0:110226.0:44037.0:110227.0:44037.0:110229.0:44035.0:110230.0:44035.0:110231.0:44034.0:110232.0:44034.0:110233.0:44033.0:110235.0:44033.0:110236.0:44032.0:110239.0:44032.0:110240.0:44031.0:110241.0:44031.0:110244.0:44028.0:110244.0:44027.0:110245.0:44026.0:110245.0:44022.0:110243.0:44020.0:110242.0:44020.0:110241.0:44019.0:110240.0:44019.0:110239.0:44018.0:110235.0:44018.0:110234.0:44017.0:110232.0:44017.0:110231.0:44016.0:110229.0:44016.0:110228.0:44015.0:110225.0:44015.0:110224.0:44014.0]
547,547,[108228.0:44016.0:108227.0:44017.0:108225.0:44017.0:108223.0:44019.0:108223.0:44020.0:108222.0:44021.0:108222.0:44023.0:108221.0:44024.0:108221.0:44030.0:108222.0:44031.0:108222.0:44032.0:108225.0:44035.0:108225.0:44036.0:108226.0:44037.0:108226.0:44038.0:108228.0:44040.0:108229.0:44040.0:108230.0:44041.0:108232.0:44041.0:108233.0:44042.0:108234.0:44042.0:108235.0:44041.0:108237.0:44041.0:108238.0:44040.0:108240.0:44040.0:108242.0:44038.0:108243.0:44038.0:108248.0:44033.0:108248.0:44031.0:108249.0:44030.0:108249.0:44027.0:108244.0:44022.0:108243.0:44022.0:108242.0:44021.0:108241.0:44021.0:108240.0:44020.0:108239.0:44020.0:108238.0:44019.0:108237.0:44019.0:108236.0:44018.0:108235.0:44018.0:108234.0:44017.0:108231.0:44017.0:108230.0:44016.0]
575,575,[109192.0:44014.0:109191.0:44015.0:109190.0:44015.0:109187.0:44018.0:109187.0:44019.0:109185.0:44021.0:109183.0:44021.0:109182.0:44020.0:109178.0:44020.0:109177.0:44019.0:109173.0:44019.0:109172.0:44018.0:109165.0:44018.0:109164.0:44019.0:109164.0:44020.0:109163.0:44021.0:109163.0:44025.0:109164.0:44026.0:109164.0:44027.0:109165.0:44028.0:109166.0:44028.0:109171.0:44033.0:109171.0:44034.0:109172.0:44035.0:109172.0:44038.0:109174.0:44040.0:109186.0:44040.0:109188.0:44038.0:109188.0:44037.0:109189.0:44036.0:109189.0:44026.0:109188.0:44025.0:109188.0:44024.0:109189.0:44023.0:109191.0:44023.0:109192.0:44022.0:109193.0:44022.0:109194.0:44023.0:109197.0:44023.0:109199.0:44021.0:109199.0:44015.0:109198.0:44014.0:109197.0:44014.0:109196.0:44015.0:109194.0:44015.0:109193.0:44014.0]
784,784,[110082.0:44017.0:110081.0:44018.0:110077.0:44018.0:110076.0:44019.0:110075.0:44019.0:110075.0:44020.0:110074.0:44021.0:110075.0:44022.0:110075.0:44025.0:110074.0:44026.0:110074.0:44027.0:110072.0:44029.0:110070.0:44029.0:110069.0:44030.0:110067.0:44030.0:110066.0:44031.0:110066.0:44033.0:110065.0:44034.0:110065.0:44035.0:110066.0:44036.0:110066.0:44038.0:110071.0:44043.0:110071.0:44044.0:110072.0:44044.0:110073.0:44045.0:110080.0:44045.0:110081.0:44044.0:110085.0:44044.0:110086.0:44043.0:110089.0:44043.0:110090.0:44042.0:110091.0:44042.0:110092.0:44041.0:110093.0:44041.0:110096.0:44038.0:110097.0:44038.0:110101.0:44034.0:110101.0:44033.0:110102.0:44032.0:110102.0:44025.0:110101.0:44024.0:110101.0:44023.0:110099.0:44021.0:110098.0:44021.0:110097.0:44020.0:110096.0:44020.0:110095.0:44019.0:110094.0:44019.0:110093.0:44018.0:110087.0:44018.0:110086.0:44017.0]
111,111,[111958.0:44019.0:111957.0:44020.0:111958.0:44021.0:111959.0:44021.0:111960.0:44022.0:111958.0:44024.0:111956.0:44024.0:111955.0:44025.0:111956.0:44026.0:111956.0:44030.0:111955.0:44031.0:111955.0:44033.0:111956.0:44034.0:111956.0:44032.0:111957.0:44031.0:111963.0:44031.0:111964.0:44030.0:111963.0:44029.0:111963.0:44027.0:111964.0:44026.0:111968.0:44026.0:111967.0:44025.0:111967.0:44024.0:111964.0:44021.0:111961.0:44021.0:111960.0:44020.0:111959.0:44020.0]
613,613,[110989.0:44019.0:110988.0:44020.0:110986.0:44020.0:110983.0:44023.0:110983.0:44024.0:110982.0:44025.0:110982.0:44029.0:110981.0:44030.0:110981.0:44035.0:110982.0:44036.0:110982.0:44037.0:110984.0:44039.0:110985.0:44039.0:110986.0:44040.0:110988.0:44040.0:110989.0:44041.0:110993.0:44041.0:110994.0:44042.0:110996.0:44042.0:110997.0:44043.0:110998.0:44043.0:110999.0:44044.0:111002.0:44044.0:111004.0:44042.0:111005.0:44042.0:111006.0:44041.0:111007.0:44041.0:111009.0:44039.0:111009.0:44038.0:111010.0:44037.0:111010.0:44036.0:111011.0:44035.0:111011.0:44031.0:111010.0:44030.0:111010.0:44025.0:111009.0:44025.0:111008.0:44024.0:111007.0:44024.0:111006.0:44023.0:111004.0:44023.0:111003.0:44022.0:111001.0:44022.0:111000.0:44021.0:110999.0:44021.0:110998.0:44020.0:110997.0:44020.0:110996.0:44019.0]
734,734,[111067.0:44016.0:111066.0:44017.0:111061.0:44017.0:111060.0:44018.0:111057.0:44018.0:111054.0:44021.0:111054.0:44025.0:111055.0:44026.0:111055.0:44027.0:111056.0:44028.0:111056.0:44029.0:111057.0:44030.0:111057.0:44037.0:111058.0:44038.0:111058.0:44040.0:111059.0:44041.0:111059.0:44042.0:111061.0:44044.0:111061.0:44045.0:111062.0:44046.0:111070.0:44046.0:111071.0:44045.0:111073.0:44045.0:111074.0:44044.0:111075.0:44044.0:111076.0:44043.0:111076.0:44042.0:111081.0:44037.0:111082.0:44037.0:111087.0:44032.0:111087.0:44030.0:111085.0:44028.0:111085.0:44027.0:111083.0:44025.0:111083.0:44024.0:111080.0:44021.0:111079.0:44021.0:111078.0:44020.0:111077.0:44020.0:111075.0:44018.0:111073.0:44018.0:111072.0:44017.0:111069.0:44017.0:111068.0:44016.0]
189,189,[108170.0:44026.0:108169.0:44027.0:108167.0:44027.0:108163.0:44031.0:108163.0:44032.0:108162.0:44033.0:108162.0:44037.0:108163.0:44038.0:108164.0:44038.0:108165.0:44039.0:108172.0:44039.0:108173.0:44038.0:108174.0:44038.0:108175.0:44037.0:108176.0:44037.0:108178.0:44035.0:108179.0:44036.0:108180.0:44036.0:108182.0:44038.0:108183.0:44038.0:108183.0:44036.0:108182.0:44035.0:108182.0:44034.0:108179.0:44034.0:108178.0:44033.0:108177.0:44033.0:108174.0:44030.0:108174.0:44027.0:108173.0:44026.0]
268,268,[110387.0:44024.0:110383.0:44028.0:110383.0:44029.0:110381.0:44031.0:110381.0:44032.0:110380.0:44033.0:110380.0:44037.0:110381.0:44038.0:110381.0:44039.0:110383.0:44041.0:110384.0:44041.0:110385.0:44042.0:110386.0:44042.0:110387.0:44043.0:110394.0:44043.0:110395.0:44042.0:110395.0:44041.0:110396.0:44040.0:110396.0:44036.0:110397.0:44035.0:110396.0:44034.0:110396.0:44031.0:110395.0:44030.0:110395.0:44028.0:110392.0:44025.0:110391.0:44025.0:110390.0:44024.0]
572,572,[110861.0:44019.0:110858.0:44022.0:110858.0:44024.0:110857.0:44025.0:110857.0:44030.0:110856.0:44031.0:110856.0:44037.0:110857.0:44038.0:110857.0:44040.0:110858.0:44041.0:110858.0:44042.0:110865.0:44049.0:110866.0:44049.0:110867.0:44050.0:110868.0:44050.0:110869.0:44051.0:110873.0:44051.0:110874.0:44050.0:110876.0:44050.0:110877.0:44049.0:110877.0:44048.0:110878.0:44047.0:110878.0:44044.0:110879.0:44043.0:110879.0:44041.0:110878.0:44040.0:110878.0:44036.0:110876.0:44034.0:110876.0:44033.0:110875.0:44032.0:110875.0:44031.0:110874.0:44030.0:110874.0:44028.0:110873.0:44027.0:110873.0:44026.0:110872.0:44025.0:110872.0:44023.0:110871.0:44022.0:110871.0:44021.0:110870.0:44020.0:110868.0:44020.0:110867.0:44019.0]
164,164,[111693.0:44026.0:111692.0:44027.0:111689.0:44027.0:111688.0:44028.0:111688.0:44030.0:111689.0:44031.0:111689.0:44033.0:111690.0:44034.0:111690.0:44035.0:111691.0:44036.0:111691.0:44038.0:111692.0:44039.0:111692.0:44040.0:111693.0:44040.0:111694.0:44041.0:111695.0:44041.0:111696.0:44042.0:111697.0:44042.0:111698.0:44043.0:111699.0:44043.0:111701.0:44041.0:111701.0:44039.0:111700.0:44038.0:111700.0:44032.0:111699.0:44031.0:111699.0:44030.0:111696.0:44027.0:111694.0:44027.0]
1399,1399,[108785.0:44013.0:108784.0:44014.0:108783.0:44014.0:108778.0:44019.0:108778.0:44020.0:108770.0:44028.0:108770.0:44029.0:108769.0:44030.0:108769.0:44033.0:108768.0:44034.0:108768.0:44038.0:108766.0:44040.0:108762.0:44040.0:108761.0:44041.0:108758.0:44041.0:108757.0:44042.0:108755.0:44042.0:108752.0:44045.0:108752.0:44049.0:108753.0:44050.0:108753.0:44051.0:108757.0:44055.0:108759.0:44055.0:108760.0:44056.0:108761.0:44056.0:108762.0:44055.0:108770.0:44055.0:108771.0:44056.0:108777.0:44056.0:108778.0:44057.0:108781.0:44057.0:108782.0:44056.0:108789.0:44056.0:108790.0:44055.0:108792.0:44055.0:108793.0:44054.0:108794.0:44054.0:108799.0:44049.0:108799.0:44047.0:108800.0:44046.0:108800.0:44043.0:108799.0:44042.0:108799.0:44033.0:108800.0:44032.0:108800.0:44025.0:108799.0:44024.0:108799.0:44023.0:108798.0:44022.0:108798.0:44021.0:108797.0:44020.0:108796.0:44020.0:108795.0:44019.0:108794.0:44019.0:108788.0:44013.0]
261,261,[109325.0:44026.0:109323.0:44028.0:109323.0:44035.0:109324.0:44036.0:109324.0:44038.0:109325.0:44039.0:109325.0:44040.0:109326.0:44041.0:109326.0:44042.0:109328.0:44044.0:109329.0:44044.0:109330.0:44045.0:109335.0:44045.0:109336.0:44044.0:109337.0:44044.0:109337.0:44043.0:109338.0:44042.0:109338.0:44033.0:109337.0:44032.0:109337.0:44030.0:109336.0:44029.0:109335.0:44029.0:109334.0:44028.0:109333.0:44028.0:109331.0:44026.0]
203,203,[111653.0:44027.0:111652.0:44028.0:111652.0:44031.0:111653.0:44032.0:111653.0:44036.0:111654.0:44037.0:111654.0:44039.0:111655.0:44040.0:111655.0:44041.0:111656.0:44042.0:111657.0:44042.0:111659.0:44044.0:111661.0:44044.0:111662.0:44045.0:111664.0:44045.0:111665.0:44044.0:111665.0:44043.0:111666.0:44042.0:111666.0:44039.0:111667.0:44038.0:111667.0:44037.0:111666.0:44036.0:111666.0:44035.0:111665.0:44034.0:111665.0:44033.0:111663.0:44031.0:111663.0:44030.0:111662.0:44030.0:111661.0:44029.0:111658.0:44029.0:111657.0:44028.0:111656.0:44028.0:111655.0:44027.0]
826,826,[108429.0:44025.0:108428.0:44026.0:108418.0:44026.0:108417.0:44027.0:108415.0:44027.0:108414.0:44028.0:108413.0:44028.0:108412.0:44029.0:108408.0:44029.0:108405.0:44032.0:108405.0:44035.0:108404.0:44036.0:108404.0:44039.0:108403.0:44040.0:108403.0:44042.0:108404.0:44043.0:108404.0:44045.0:108406.0:44047.0:108406.0:44048.0:108407.0:44048.0:108408.0:44049.0:108409.0:44049.0:108411.0:44051.0:108411.0:44052.0:108413.0:44052.0:108415.0:44054.0:108416.0:44054.0:108418.0:44056.0:108419.0:44055.0:108421.0:44055.0:108422.0:44054.0:108425.0:44054.0:108426.0:44053.0:108428.0:44053.0:108429.0:44052.0:108430.0:44052.0:108432.0:44050.0:108432.0:44049.0:108434.0:44047.0:108434.0:44046.0:108435.0:44045.0:108435.0:44044.0:108436.0:44043.0:108436.0:44028.0:108435.0:44027.0:108435.0:44026.0:108434.0:44025.0]
1148,1148,[111370.0:44019.0:111369.0:44020.0:111368.0:44020.0:111367.0:44021.0:111366.0:44021.0:111365.0:44022.0:111364.0:44022.0:111363.0:44023.0:111362.0:44023.0:111360.0:44025.0:111360.0:44026.0:111359.0:44027.0:111359.0:44028.0:111358.0:44029.0:111358.0:44030.0:111355.0:44033.0:111355.0:44034.0:111353.0:44036.0:111353.0:44037.0:111351.0:44039.0:111351.0:44045.0:111352.0:44046.0:111352.0:44050.0:111353.0:44050.0:111354.0:44051.0:111355.0:44051.0:111356.0:44052.0:111357.0:44052.0:111358.0:44053.0:111359.0:44053.0:111360.0:44054.0:111361.0:44054.0:111362.0:44055.0:111364.0:44055.0:111366.0:44057.0:111366.0:44058.0:111367.0:44059.0:111371.0:44059.0:111372.0:44060.0:111374.0:44060.0:111375.0:44061.0:111377.0:44061.0:111377.0:44059.0:111379.0:44057.0:111379.0:44056.0:111380.0:44055.0:111381.0:44055.0:111385.0:44051.0:111385.0:44047.0:111386.0:44046.0:111386.0:44027.0:111385.0:44026.0:111385.0:44025.0:111384.0:44024.0:111384.0:44023.0:111382.0:44021.0:111381.0:44021.0:111380.0:44020.0:111379.0:44020.0:111378.0:44019.0]
515,515,[108039.0:44025.0:108038.0:44026.0:108036.0:44026.0:108035.0:44027.0:108034.0:44027.0:108029.0:44032.0:108029.0:44034.0:108028.0:44035.0:108028.0:44037.0:108029.0:44038.0:108029.0:44040.0:108032.0:44043.0:108032.0:44044.0:108034.0:44046.0:108034.0:44047.0:108035.0:44048.0:108035.0:44049.0:108039.0:44053.0:108040.0:44053.0:108041.0:44054.0:108042.0:44054.0:108043.0:44055.0:108047.0:44055.0:108048.0:44054.0:108049.0:44054.0:108049.0:44053.0:108051.0:44051.0:108051.0:44041.0:108050.0:44040.0:108050.0:44038.0:108049.0:44037.0:108049.0:44035.0:108048.0:44034.0:108048.0:44033.0:108047.0:44032.0:108047.0:44031.0:108045.0:44029.0:108045.0:44028.0:108043.0:44026.0:108042.0:44026.0:108041.0:44025.0]
528,528,[108716.0:44025.0:108715.0:44026.0:108714.0:44026.0:108708.0:44032.0:108708.0:44033.0:108707.0:44034.0:108707.0:44035.0:108706.0:44036.0:108706.0:44037.0:108704.0:44039.0:108704.0:44040.0:108703.0:44041.0:108703.0:44046.0:108705.0:44048.0:108706.0:44048.0:108707.0:44049.0:108708.0:44049.0:108709.0:44050.0:108710.0:44050.0:108711.0:44051.0:108712.0:44051.0:108714.0:44053.0:108715.0:44053.0:108716.0:44054.0:108717.0:44054.0:108718.0:44053.0:108721.0:44053.0:108722.0:44052.0:108723.0:44052.0:108725.0:44050.0:108725.0:44049.0:108726.0:44048.0:108726.0:44047.0:108727.0:44046.0:108727.0:44041.0:108726.0:44040.0:108726.0:44037.0:108725.0:44036.0:108725.0:44031.0:108724.0:44030.0:108724.0:44029.0:108721.0:44026.0:108719.0:44026.0:108718.0:44025.0]
322,322,[111964.0:44027.0:111964.0:44029.0:111965.0:44030.0:111963.0:44032.0:111957.0:44032.0:111957.0:44035.0:111960.0:44038.0:111960.0:44039.0:111961.0:44040.0:111961.0:44041.0:111962.0:44042.0:111962.0:44043.0:111963.0:44044.0:111963.0:44045.0:111964.0:44046.0:111964.0:44047.0:111967.0:44050.0:111968.0:44050.0:111969.0:44049.0:111974.0:44049.0:111975.0:44048.0:111976.0:44048.0:111977.0:44047.0:111977.0:44046.0:111978.0:44045.0:111978.0:44044.0:111979.0:44043.0:111979.0:44041.0:111974.0:44036.0:111974.0:44035.0:111971.0:44032.0:111971.0:44031.0:111969.0:44029.0:111969.0:44028.0:111968.0:44027.0]
